Ort 1;Ort 2;Distanz (km);Kapazitaet Auto;
60101_Graz;60669_Seiersberg - Pirka;8;-1 
60669_Seiersberg - Pirka;60624_Kalsdorf bei Graz;9;-1
60624_Kalsdorf bei Graz;60656_Wundschuh;6;-1
60656_Wundschuh;61059_Wildon;6;-1
61059_Wildon;61021_Lebring-Sankt Margarethen;6;-1
61021_Lebring-Sankt Margarethen;61053_Leibnitz;8;-1
61053_Leibnitz;61058_Stra� in Steiermark;11;-1
